Park,Full Park Name,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,totalVisitors2022,parkID,parkCode,Designation,Latitude,Longitude,entranceFee,entranceFeeDesc,State
Pearl Harbor NMEM,Pearl Harbor National Memorial,93242.0,97903.0,135340.0,138232.0,126331.0,156267.0,162353.0,143847.0,117214.0,120482.0,115934.0,138437.0,1545582.0,0B61230F-375C-4392-BDF0-BB3FC43D2CFE,valr,National Memorial,21.3670699388,-157.938578898,Free,,HI
Pecos NHP,Pecos National Historical Park,2027.0,2362.0,5290.0,5683.0,3286.0,4065.0,5501.0,4271.0,4678.0,5812.0,3944.0,2764.0,49683.0,8CBA3879-59AB-4EFE-8523-1DC6F77FB212,peco,National Historical Park,35.54192238,-105.68146840000001,Free,,NM
Perry's Victory & Intl. Peace MEM,Perry's Victory & Intl. Peace Memorial,880.0,941.0,1336.0,1483.0,9227.0,18638.0,19322.0,18420.0,14816.0,3286.0,1505.0,1134.0,90988.0,,,,,,,,
Petersburg NB,Petersburg National Battlefield,7502.0,9143.0,12862.0,17871.0,18580.0,17701.0,21851.0,18670.0,19825.0,10529.0,13476.0,12897.0,180907.0,16B99840-35CB-4D14-BB83-136C371EFD2E,pete,National Battlefield,37.19109957,-77.47594865,Free,,VA
Petrified Forest NP,Petrified Forest National Park,26566.0,24899.0,45044.0,47081.0,62478.0,60812.0,54185.0,41193.0,36416.0,51738.0,28002.0,26795.0,505209.0,1ABD0EFF-AC09-4EA1-8CC1-2351A3E160D0,pefo,National Park,34.98387664,-109.78776780000001,25.00,"Admits one private, non-commercial vehicle (15-passenger capacity or less) and all occupants. Valid for 7 days.",AZ
Petroglyph NM,Petroglyph National Monument,30362.0,26439.0,37789.0,34341.0,29876.0,23976.0,23269.0,19152.0,23320.0,42226.0,25232.0,23412.0,339394.0,47CBA521-0A8A-4728-8BDA-85D269455A7A,petr,National Monument,35.13915998,-106.7491456,Free,,NM
Pictured Rocks NL,Pictured Rocks National Lakeshore,8954.0,20890.0,18748.0,11652.0,55256.0,134938.0,218186.0,236198.0,145638.0,58518.0,8869.0,7838.0,925685.0,8D803E2F-FB28-4DC3-9EDC-7FDAE185C092,piro,National Lakeshore,46.56435642,-86.31628733,20.00,"This fee admits the driver and all passengers in a private-use vehicle for seven consecutive days to all areas of Pictured Rocks National Lakeshore. This fee does not cover additional fees associated with camping, lighthouse tours, or commercial tours.",MI
Pinnacles NP,Pinnacles National Park,27724.0,30673.0,34712.0,23642.0,27948.0,22256.0,19551.0,19330.0,13898.0,17184.0,21697.0,16408.0,275023.0,9B266961-3364-43D2-9A08-82BB5EF5643F,pinn,National Park,36.49029208,-121.18136070000001,30.00,7-Day Pass,CA
Pipe Spring NM,Pipe Spring National Monument,639.0,1066.0,1971.0,2785.0,2586.0,2882.0,2047.0,2070.0,2524.0,2786.0,1040.0,605.0,23001.0,97145E4E-3909-4669-8102-9559F3C405D1,pisp,National Monument,36.86282666,-112.7398567,10.00,There is a $10 fee per person 16 years of age and older.  Children under 15 enter for free.  This fee includes a $3/person Tribal use fee to the Kaibab Band of Paiute Indians.  All Interagency Passes are accepted.,AZ
Pipestone NM,Pipestone National Monument,150.0,345.0,975.0,3870.0,10552.0,13292.0,15972.0,12222.0,10280.0,8080.0,1600.0,698.0,78036.0,932C699A-5680-4EA3-8C62-69A6A7D286C5,pipe,National Monument,44.01351958,-96.32475523,Free,,MN
Piscataway Park,Piscataway Park,8692.0,11948.0,23535.0,20266.0,22000.0,24762.0,29706.0,24579.0,21206.0,19617.0,19606.0,17295.0,243212.0,0477F67A-A350-449F-B001-848F867F2CA2,pisc,Park,38.6929,-77.067,Free,,MD
Point Reyes NS,Point Reyes National Seashore,164080.0,159311.0,172580.0,193344.0,198176.0,236826.0,272551.0,219313.0,175463.0,191221.0,183236.0,170101.0,2336202.0,B87424A7-92C3-49BA-BF16-A2EB16882376,pore,National Seashore,38.05511241,-122.8797804,Free,,CA
Port Chicago Naval Magazine NMEM,Port Chicago Naval Magazine National Memorial,137.0,54.0,0.0,0.0,0.0,212.0,385.0,43.0,62.0,171.0,12.0,53.0,1129.0,F26E7620-3284-4F39-AB1B-98100B4AC6A7,poch,National Memorial,38.05685472,-122.03016029999999,Free,,CA
President W.J. Clinton Birthplace Home NHS,President W.J. Clinton Birthplace Home National Historic Site,264.0,273.0,960.0,537.0,524.0,598.0,783.0,475.0,455.0,500.0,416.0,293.0,6078.0,,,,,,,,
President's Park,President's Park,5822.0,7470.0,29365.0,107865.0,37260.0,44030.0,49805.0,45737.0,27177.0,75121.0,48772.0,235800.0,714224.0,,,,,,,,
Prince William Forest Park,Prince William Forest Park,10784.0,17218.0,22903.0,21880.0,33972.0,27386.0,31487.0,27543.0,30665.0,38036.0,20227.0,12815.0,294916.0,28ECD546-FD68-4640-8A31-773F7F7A5211,prwi,Park,38.58589108,-77.38910997,20.00,Valid seven (7) consecutive days.,VA
Pu'uhonua o Honaunau NHP,Pu'uhonua o Honaunau National Historical Park,30531.0,31140.0,36423.0,26338.0,7302.0,18742.0,18362.0,30603.0,27620.0,28107.0,29488.0,26785.0,311441.0,,,,,,,,
Pu'ukohola Heiau NHS,Pu'ukohola Heiau National Historic Site,2626.0,3019.0,3142.0,3258.0,3121.0,2681.0,2713.0,2581.0,2365.0,1904.0,2225.0,1967.0,31602.0,,,,,,,,
Rainbow Bridge NM,Rainbow Bridge National Monument,1.0,14.0,10.0,0.0,2.0,4.0,5.0,18.0,15.0,5.0,6.0,1.0,81.0,CF02A7E7-147F-4F1C-966B-FE3F2AE28DDC,rabr,National Monument,36.9943264317,-111.491484759,Free,,UT
Reconstruction Era NHP,Reconstruction Era National Historical Park,647.0,1226.0,2522.0,2260.0,2016.0,1481.0,1403.0,1197.0,1047.0,1541.0,1554.0,1368.0,18262.0,31B7A1C7-104D-4D35-BC85-FEFAC3FECEB0,reer,National Historical Park,32.3868598938,-80.6511077881,Free,,SC
Redwood NP,Redwood National Park,20630.0,20202.0,27390.0,34053.0,44887.0,59736.0,68544.0,60003.0,49954.0,38004.0,19904.0,15093.0,458400.0,,,,,,,,
Richmond NBP,Richmond National Battlefield Park,11889.0,10601.0,14901.0,14462.0,12681.0,16307.0,14589.0,14596.0,14649.0,18358.0,15328.0,14763.0,173124.0,3D026091-7EFB-405D-A8F2-D9109DE9740A,rich,National Battlefield Park,37.48774472,-77.29107785,Free,,VA
Rio Grande W&SR,Rio Grande Wild & Scenic River,14.0,40.0,114.0,12.0,0.0,10.0,0.0,0.0,0.0,7.0,32.0,34.0,263.0,E1A636E5-E7AC-4B71-93DE-F1408F65C458,rigr,Wild & Scenic River,29.52743158,-102.59791690000002,30.00,"Entrance Fee to Big Bend National Park.
This fee includes all occupants of a private, non-commercial vehicle and is valid for 7 days",TX
River Raisin NBP,River Raisin National Battlefield Park,14134.0,12430.0,19977.0,17746.0,38409.0,21100.0,24639.0,22472.0,18440.0,22338.0,14396.0,15917.0,241998.0,0AEC82D5-0D49-492A-9936-DBE44AF69F09,rira,National Battlefield Park,41.91291085,-83.37620464,Free,,MI
Rock Creek Park,Rock Creek Park,127318.0,115931.0,129059.0,151837.0,191332.0,223580.0,296866.0,218174.0,177547.0,165072.0,125689.0,103751.0,2026156.0,D06293DF-25C4-4065-B0C7-BA5A225D3BF3,rocr,Park,38.95125063,-77.05002838,Free,,DC
Rocky Mountain NP,Rocky Mountain National Park,130331.0,101109.0,145752.0,153666.0,286464.0,627860.0,811861.0,665531.0,650863.0,474957.0,131655.0,120375.0,4300424.0,67A56B17-F533-4A56-B2DA-26091C6AD295,romo,National Park,40.3556924,-105.69728789999999,30.00,1-Day Vehicle Entrance Pass: this pass is valid for one private vehicle to enter RMNP for one day only. All passengers inside the vehicle are covered.,CO
Roger Williams NMEM,Roger Williams National Memorial,592.0,777.0,1388.0,2157.0,2588.0,4517.0,5828.0,4405.0,3528.0,4243.0,2413.0,1402.0,33838.0,0419867F-20D9-49CF-BC42-88F5A70AD32D,rowi,National Memorial,41.8298955,-71.41056665,Free,,RI
Rosie The Riveter WWII Home Front NHP,Rosie The Riveter WWII Home Front National Historical Park,1711.0,2112.0,2892.0,3320.0,3607.0,3345.0,3608.0,3487.0,2702.0,3263.0,4384.0,2928.0,37359.0,,,,,,,,
Ross Lake NRA,Ross Lake National Recreation Area,3610.0,8812.0,8350.0,12096.0,95810.0,139865.0,209074.0,225194.0,159447.0,113593.0,15914.0,6254.0,998019.0,,,,,,,,
Russell Cave NM,Russell Cave National Monument,815.0,1017.0,1693.0,1686.0,1764.0,1753.0,2105.0,1318.0,1703.0,1817.0,915.0,402.0,16988.0,FDD929A5-1D56-41DD-8A04-5FF77023340C,ruca,National Monument,34.97402063,-85.81560314,Free,,AL
Sagamore Hill NHS,Sagamore Hill National Historic Site,5074.0,6472.0,5860.0,8761.0,9208.0,9810.0,11411.0,9037.0,7707.0,6582.0,5560.0,6253.0,91735.0,BA5A0D58-E05F-44AE-94F1-10A88A4AF143,sahi,National Historic Site,40.88579128,-73.49686438,Free,,NY
Saguaro NP,Saguaro National Park,100022.0,114193.0,132467.0,109500.0,65538.0,37836.0,37458.0,38698.0,37091.0,63252.0,86306.0,85833.0,908194.0,A6F169CF-B830-499C-A5EB-A35138C77589,sagu,National Park,32.20909636,-110.75749740000002,25.00,"The vehicle entrance pass is sold in the form of a dated cash register receipt and admits one privately owned, non-commercial vehicle into Saguaro National Park. This includes passenger cars, trucks, vans, recreational vehicles, campers, or converted buses used for private, recreational purposes.",AZ
Saint Croix NSR,Saint Croix National Scenic River,356.0,356.0,356.0,15781.0,112233.0,180459.0,187067.0,157280.0,120933.0,58291.0,410.0,251.0,833773.0,,,,,,,,
Saint Paul's Church NHS,Saint Paul's Church National Historic Site,215.0,230.0,230.0,350.0,1320.0,930.0,775.0,465.0,615.0,2040.0,855.0,765.0,8790.0,7E946FDE-C454-4361-98A5-F60158B42770,sapa,National Historic Site,40.89283511,-73.82577276,Free,,NY
Saint-Gaudens NHP,Saint-Gaudens National Historical Park,260.0,370.0,425.0,800.0,1001.0,3352.0,5465.0,5030.0,3521.0,4409.0,530.0,350.0,25513.0,0FC25325-87AA-4325-A6B7-C404D94B16DB,saga,National Historical Park,43.4997238,-72.37333969,10.00,Entrance fee to park grounds for people aged 16 and over. Kids aged 15 and younger are free. Valid for seven days. Fees collected 9am-4pm.,NH
Salem Maritime NHS,Salem Maritime National Historic Site,1646.0,3292.0,7016.0,12980.0,22401.0,23352.0,35544.0,30922.0,39338.0,197120.0,14264.0,4961.0,392836.0,3C5998C3-F130-4E4C-8BA4-C1B25E728CE0,sama,National Historic Site,42.52024529,-70.88640867,Free,,MA
Salinas Pueblo Missions NM,Salinas Pueblo Missions National Monument,2187.0,1967.0,2827.0,3465.0,3741.0,3405.0,3759.0,2956.0,3453.0,4107.0,2952.0,2371.0,37190.0,4E7F8D4B-68EC-4A1B-BB71-0A295EB08557,sapu,National Monument,34.35423203,-106.20503090000001,Free,,NM
Salt River Bay NHP & Ecological Pres,Salt River Bay National Historical Park and Ecological Preserve,992.0,882.0,1328.0,2030.0,1143.0,985.0,985.0,1014.0,473.0,489.0,707.0,1127.0,12155.0,E84CCC52-A22F-42D6-86F1-198D818C25DD,sari,National Historical Park and Ecological Preserve,17.77908602,-64.75519348,Free,,VI
San Antonio Missions NHP,San Antonio Missions National Historical Park,84410.0,76865.0,123037.0,133658.0,104859.0,125580.0,130004.0,93008.0,124912.0,99321.0,68910.0,74356.0,1238920.0,CCE1AD17-9B13-4D74-9CAC-0278D5477316,saan,National Historical Park,29.31262089,-98.4289522,Free,,TX
San Francisco Maritime NHP,San Francisco Maritime National Historical Park,204660.0,204838.0,256107.0,258099.0,257244.0,256638.0,357849.0,255654.0,259674.0,309107.0,207570.0,207310.0,3034750.0,C75450D2-9223-4D5F-9BA4-28DBB92CD507,safr,National Historical Park,37.81005871,-122.4244415,15.00,"Credit/Debit cards preferred for payment.

Entrance to the ships is free for supervised children 15 years of age and younger.

$15 Individual Entry Pass - valid 1 through 7 days
Per person fee for visitors to the historic ships. Non-transferable. Valid for San Francisco Maritime National Historical Park.",CA
San Juan Island NHP,San Juan Island National Historical Park,18100.0,23885.0,30917.0,36366.0,73603.0,77346.0,115178.0,127712.0,118102.0,33029.0,17319.0,28768.0,700325.0,63A8DCC0-0A62-4164-BF0B-51F6369B9E8B,sajh,National Historical Park,48.51241933,-123.0610277,Free,,WA
San Juan NHS,San Juan National Historic Site,54655.0,80147.0,110615.0,94304.0,89034.0,96790.0,109369.0,97976.0,40152.0,57364.0,73304.0,123554.0,1027264.0,2E4D4918-95DF-4D99-9DEC-C6ADEB330281,saju,National Historic Site,18.46873857,-66.11848623,Free,,PR
Sand Creek Massacre NHS,Sand Creek Massacre National Historic Site,128.0,198.0,288.0,441.0,640.0,644.0,496.0,415.0,487.0,644.0,245.0,146.0,4772.0,13E255FA-F68C-491C-828C-59E5B4FA2600,sand,National Historic Site,38.56414189,-102.5169542,Free,,CO
Santa Monica Mountains NRA,Santa Monica Mountains National Recreation Area,73078.0,71688.0,76134.0,72916.0,82842.0,55298.0,61599.0,70109.0,48830.0,64965.0,60648.0,57110.0,795217.0,6E020F5D-3F97-4A43-88E6-C68254B55F2C,samo,National Recreation Area,34.09777606,-118.7708619,Free,,CA
Saratoga NHP,Saratoga National Historical Park,376.0,620.0,1622.0,3088.0,4105.0,10588.0,18024.0,12330.0,8112.0,6605.0,3410.0,1862.0,70742.0,3D0F91B3-E847-4F75-9028-D26D269438F5,sara,National Historical Park,42.99522612,-73.63386108,Free,,NY
Saugus Iron Works NHS,Saugus Iron Works National Historic Site,651.0,444.0,573.0,1946.0,3212.0,2624.0,3696.0,4032.0,4566.0,4362.0,641.0,731.0,27478.0,A83EFD38-9FCF-4996-A957-FE416A8C6B6D,sair,National Historic Site,42.46830664,-71.0076953,Free,,MA
Scotts Bluff NM,Scotts Bluff National Monument,3503.0,5057.0,10179.0,11080.0,21367.0,27738.0,28878.0,23489.0,21023.0,13553.0,5953.0,2831.0,174651.0,48ED0744-7B8A-4FFD-BEFC-C4AC22A7D649,scbl,National Monument,41.83464193,-103.70713509999999,Free,,NE
Sequoia NP,Sequoia National Park,32564.0,39182.0,58365.0,86412.0,121934.0,135869.0,188020.0,170284.0,127041.0,96663.0,55800.0,41064.0,1153198.0,,,,,,,,
Shenandoah NP,Shenandoah National Park,13592.0,34383.0,56623.0,115883.0,135836.0,165442.0,184485.0,164375.0,145704.0,298672.0,114473.0,19832.0,1449300.0,E991C8BC-C203-4A09-AFD5-87380CF5C387,shen,National Park,38.49236644,-78.46907715,30.00,"Unlimited entry for one vehicle and all passengers for seven consecutive days, beginning on the day of purchase. Vehicles must be private, noncommercial, and with a seating capacity of 15 or less.",VA
Shiloh NMP,Shiloh National Military Park,24791.0,33417.0,26449.0,50123.0,43693.0,32435.0,36315.0,29457.0,29004.0,35964.0,25074.0,20483.0,387205.0,B6E3A992-3217-4BC0-AC64-A699B45971CA,shil,National Military Park,35.13850907,-88.3421072,Free,,"TN,MS"
Sitka NHP,Sitka National Historical Park,732.0,1062.0,1494.0,3722.0,26080.0,35677.0,18690.0,23012.0,18417.0,2519.0,1680.0,1366.0,134451.0,6258CAD9-1932-4A40-8FA1-891C51978345,sitk,National Historical Park,57.04718173,-135.3156876,Free,,AK
Sleeping Bear Dunes NL,Sleeping Bear Dunes National Lakeshore,16143.0,15160.0,14199.0,28594.0,86621.0,246995.0,448340.0,362635.0,147031.0,100952.0,21563.0,12884.0,1501117.0,739AFEBE-BF00-4A3E-A369-85E74F6E6739,slbe,National Lakeshore,44.92844962,-86.02706591,25.00,"Park Entrance Pass - $25.00

Per private vehicle (valid for 1-7 days from date of purchase)",MI
Springfield Armory NHS,Springfield Armory National Historic Site,476.0,654.0,762.0,1172.0,1166.0,1705.0,2193.0,1761.0,1542.0,1478.0,850.0,727.0,14486.0,E01A7425-C74B-4E71-853D-681AD2FB948A,spar,National Historic Site,42.1086368,-72.57967415,Free,,MA
Statue of Liberty NM,Statue of Liberty National Monument,80969.0,90457.0,179111.0,285545.0,272073.0,354779.0,448722.0,393087.0,271727.0,289416.0,218110.0,257217.0,3141213.0,,,,,,,,
Steamtown NHS,Steamtown National Historic Site,1109.0,2309.0,2245.0,4395.0,5688.0,9087.0,12964.0,10061.0,8621.0,6591.0,3130.0,5032.0,71232.0,3BF9BCEE-F6AE-4DEC-8F80-9CD23C0767BE,stea,National Historic Site,41.40757521,-75.67037255,Free,,PA
Stones River NB,Stones River National Battlefield,18983.0,26111.0,35616.0,42378.0,48850.0,47517.0,42930.0,41710.0,28633.0,47113.0,15959.0,21991.0,417791.0,89157226-8474-4BAE-B471-F1730993A468,stri,National Battlefield,35.87608652,-86.43078399,Free,,TN
Sunset Crater Volcano NM,Sunset Crater Volcano National Monument,3332.0,3916.0,12254.0,8336.0,0.0,0.0,0.0,2303.0,7032.0,8556.0,4784.0,4274.0,54787.0,52911672-4464-4569-984C-DC6DE1EE208F,sucr,National Monument,35.37114323,-111.51037600000001,25.00,"This pass covers the pass holder and up to 15 passengers of a single, private (non-commercial) vehicle at both Sunset Crater Volcano and Wupatki National Monuments for 1-7 days.",AZ
Tallgrass Prairie NPRES,Tallgrass Prairie National Preserve,867.0,736.0,1953.0,1615.0,3466.0,2947.0,2621.0,2285.0,3136.0,3070.0,1573.0,526.0,24795.0,76F87FF4-4BAD-453E-8013-2DA8924A5D94,tapr,National Preserve,38.44023613,-96.5670822,Free,,KS
Theodore Roosevelt Birthplace NHS,Theodore Roosevelt Birthplace National Historic Site,100.0,100.0,100.0,100.0,200.0,288.0,250.0,708.0,887.0,1389.0,2328.0,1498.0,7948.0,B32A4A36-E7CC-4A93-97DB-3F48565D2DA4,thrb,National Historic Site,40.7386469,-73.98903703,Free,,NY
Theodore Roosevelt Inaugural NHS,Theodore Roosevelt Inaugural National Historic Site,396.0,595.0,753.0,1069.0,1451.0,2569.0,2670.0,2277.0,2023.0,2800.0,2418.0,707.0,19728.0,B4AEC074-8652-4B0A-8963-4CD60ECA2349,thri,National Historic Site,42.90146781,-78.87248411,Free,,NY
Theodore Roosevelt Island,Theodore Roosevelt Island,12500.0,9000.0,10500.0,15000.0,10000.0,12000.0,14000.0,17500.0,20000.0,20750.0,17750.0,12500.0,171500.0,42D7081F-2B9B-449C-9BF2-785850AE4865,this,,38.89584162,-77.06241918,Free,,DC
Theodore Roosevelt NP,Theodore Roosevelt National Park,2449.0,2568.0,6645.0,7366.0,66678.0,124089.0,150994.0,137454.0,114280.0,50215.0,4614.0,1327.0,668679.0,B5FE5682-7981-47DD-AC96-13F4B33A466E,thro,National Park,47.17777274,-103.4300083,30.00,"Valid for 7 days for all persons traveling in a single, private, non-commercial vehicle.",ND
Thomas Edison NHP,Thomas Edison National Historical Park,212.0,0.0,1272.0,3545.0,2761.0,6590.0,4658.0,4520.0,2801.0,2404.0,2341.0,1991.0,33095.0,BFE248C8-40CD-4DC8-AC07-AE61A0D81FF3,edis,National Historical Park,40.78549896,-74.23821139,1.00,"Tickets for the Glenmont Estate tour can be purchased only on the Recreation.gov website.  When booking your reservation, please remember all adults and children need a ticket.  There is a $ 1.00 per ticket nonrefundable reservation fee.",NJ
Thomas Jefferson MEM,Thomas Jefferson Memorial,68378.0,112155.0,550190.0,411108.0,298232.0,315088.0,330208.0,200409.0,182141.0,220756.0,177060.0,109423.0,2975148.0,2D0C31DF-BE78-42A8-812E-1A44602B3D40,thje,,38.88101431,-77.03632572,Free,,DC
Thomas Stone NHS,Thomas Stone National Historic Site,185.0,185.0,173.0,579.0,427.0,529.0,533.0,497.0,602.0,413.0,453.0,245.0,4821.0,DD9075B8-4AC2-4FA4-83F4-A08DFD705C25,thst,National Historic Site,38.52934443,-77.037813,Free,,MD
Timpanogos Cave NM,Timpanogos Cave National Monument,634.0,751.0,2741.0,3942.0,16934.0,29859.0,33059.0,25514.0,22067.0,18853.0,1295.0,346.0,155995.0,26FBF456-94A2-413C-87D9-DDBCD96815FA,tica,National Monument,40.44039719,-111.70939440000001,12.00,"Open seasonally depending on weather.
Ages 12 and older $12.00
Ages 2 to 11 $7.00
Ages newborn to 1 $2.00
Senior/Access Pass 50% off
Timpanogos Cave National Monument can no longer accept cash or checks.",UT
Timucuan EHP,Timucuan Ecological & Historic Preserve,74260.0,75136.0,95177.0,92158.0,96230.0,112138.0,135732.0,91107.0,80000.0,90054.0,81632.0,78599.0,1102223.0,A1C5A868-68A9-4403-B762-531EBA300E3C,timu,Ecological & Historic Preserve,30.47251894,-81.49950104,Free,,FL
Tonto NM,Tonto National Monument,3411.0,4444.0,6043.0,3623.0,2021.0,1194.0,1163.0,986.0,1235.0,2294.0,2593.0,2497.0,31504.0,69C5BC24-3065-401D-86C2-3FAC411E1327,tont,National Monument,33.64842945,-111.1135627,10.00,Tonto National Monument charges a fee to all visitors hiking to the Lower or Upper Cliff Dwelling. Tour reservations are required to visit the Upper Cliff Dwelling. The Lower Cliff Dwelling is open September through May 8:00 am to 4:00 pm and June through August 8:00 am to noon.,AZ
Tule Springs Fossil Beds NM,Tule Springs Fossil Beds National Monument,7391.0,6741.0,5163.0,3145.0,2839.0,950.0,682.0,1991.0,2925.0,4788.0,5133.0,5926.0,47674.0,A576B9F9-5C0A-453C-8DB0-939883FFA57A,tusk,National Monument,36.3893217,-115.3202223,Free,,NV
Tumacacori NHP,Tumacacori National Historical Park,3954.0,5158.0,6177.0,4457.0,2324.0,1098.0,1201.0,1068.0,1371.0,2169.0,2701.0,7108.0,38786.0,,,,,,,,
Tuskegee Airmen NHS,Tuskegee Airmen National Historic Site,495.0,888.0,1531.0,1559.0,1366.0,1547.0,1974.0,1176.0,1587.0,1296.0,1559.0,1159.0,16137.0,5AAB8CB5-2F62-4BD7-82D1-E19963FA94C1,tuai,National Historic Site,32.45538671,-85.67983321,Free,,AL
Tuskegee Institute NHS,Tuskegee Institute National Historic Site,402.0,755.0,905.0,969.0,990.0,1100.0,1500.0,760.0,506.0,690.0,850.0,342.0,9769.0,3A9B0972-7F97-4F8C-9B44-A5FA8DEB1AC1,tuin,National Historic Site,32.42962115,-85.70488498,Free,,AL
Tuzigoot NM,Tuzigoot National Monument,8189.0,11074.0,16834.0,14473.0,11203.0,7018.0,6384.0,5292.0,8090.0,11073.0,9616.0,7393.0,116639.0,64B7871C-C058-45BA-BB7C-D3EAD50B23E8,tuzi,National Monument,34.77296377,-112.02790690000002,10.00,"Tuzigoot Entrance Fee - Per Adult - $10.00

This entrance fee covers one adult, aged 16 and over, for entrance to Montezuma Castle and Tuzigoot National Monuments for 7 days.",AZ
Ulysses S. Grant NHS,Ulysses S. Grant National Historic Site,803.0,925.0,2721.0,3166.0,3138.0,3928.0,4479.0,3434.0,3478.0,3026.0,1847.0,1409.0,32354.0,,,,,,,,
Upper Delaware S&RR,Upper Delaware Scenic & Recreational River,5153.0,4549.0,3983.0,8999.0,24264.0,37506.0,66786.0,58469.0,40464.0,10578.0,5847.0,4120.0,270718.0,09812D3A-1E2B-4402-9ABC-31C79BCB9F6B,upde,Scenic & Recreational River,41.66172578,-75.03861562,Free,,"NY,PA"
Valles Caldera NPRES,Valles Caldera National Preserve,2910.0,3125.0,3535.0,5002.0,3561.0,5614.0,8040.0,8464.0,10330.0,8203.0,2495.0,2459.0,63738.0,8908E0CA-3603-4578-B957-837F9813E6D5,vall,National Preserve,35.91682872,-106.51957240000002,Free,,NM
Valley Forge NHP,Valley Forge National Historical Park,37836.0,75564.0,98447.0,154272.0,155278.0,199404.0,211862.0,167498.0,160919.0,176533.0,126027.0,81658.0,1645298.0,41813A9C-A947-4078-9DAA-4CE952F4E512,vafo,National Historical Park,40.10054985,-75.44581889,Free,,PA
Vanderbilt Mansion NHS,Vanderbilt Mansion National Historic Site,11626.0,9414.0,22034.0,32203.0,41758.0,37690.0,31551.0,34864.0,32581.0,36758.0,21577.0,13956.0,326012.0,C200ADA5-F162-4D77-A820-950E13925129,vama,National Historic Site,41.79697937,-73.94205557,10.00,$10 Per person,NY
Vicksburg NMP,Vicksburg National Military Park,23845.0,31480.0,38282.0,32482.0,48312.0,55600.0,40682.0,31738.0,29014.0,36812.0,20240.0,22000.0,410487.0,45408368-12DB-4950-92A8-E26AC85E3724,vick,National Military Park,32.362128600000005,-90.85030186,20.00,"This pass admits the driver and all passengers in a private, non-commercial vehicle to the park.","MS,LA"
Vietnam Veterans MEM,Vietnam Veterans Memorial,122003.0,157761.0,442087.0,683338.0,647423.0,539107.0,481489.0,388091.0,358935.0,485222.0,373898.0,206900.0,4886254.0,DFCBAD2C-0B0A-47E8-9C3C-BF55BB3409B2,vive,,38.89096297,-77.04765735,Free,,DC
Virgin Islands NP,Virgin Islands National Park,26276.0,22392.0,28469.0,17080.0,10223.0,9503.0,8692.0,9968.0,8607.0,11808.0,19012.0,24722.0,196752.0,C65070FE-942C-4E00-8C2B-64CA33C85B4A,viis,National Park,18.34279656,-64.74194451,5.00,Expanded Amenity Recreation Fee for individuals ages 16 and up.,VI
Voyageurs NP,Voyageurs National Park,4464.0,5264.0,3268.0,172.0,28130.0,44629.0,48662.0,48500.0,24541.0,10801.0,2473.0,530.0,221434.0,859727CB-2812-40DF-B8DB-D4AE9EA00089,voya,National Park,48.48370609,-92.8382913,Free,,MN
Waco Mammoth NM,Waco Mammoth National Monument,4212.0,2130.0,12719.0,8907.0,8050.0,8215.0,10651.0,6220.0,6898.0,7937.0,5937.0,6364.0,88240.0,46CA5FAF-2AEE-4795-B609-8CB81F9FBBEC,waco,National Monument,31.60465887,-97.17606143,Free,,TX
Walnut Canyon NM,Walnut Canyon National Monument,6808.0,18974.0,20851.0,21206.0,13597.0,13597.0,13942.0,10764.0,11881.0,15800.0,25378.0,6598.0,179396.0,8DFC9C19-FF0A-4B48-A34F-FD3D02BFE100,waca,National Monument,35.16822994,-111.50242390000001,25.00,"This pass covers the pass holder and up to 15 passengers of a single, private (non-commercial) vehicle at Walnut Canyon National Monuments for 1-7 days.",AZ
War in the Pacific NHP,War in the Pacific National Historical Park,27670.0,30431.0,34485.0,32867.0,35587.0,34186.0,32148.0,31630.0,30232.0,28346.0,31374.0,31622.0,380578.0,,,,,,,,
Washington Monument,Washington Monument,11897.0,11778.0,19418.0,18363.0,29594.0,29110.0,29232.0,29257.0,28218.0,20552.0,19450.0,13448.0,260317.0,37E34290-2E37-4A67-8C95-7A3442F354B1,wamo,,38.88948,-77.035207,1.00,"30 Day Advance Reservations - Order tickets online up to a month in advance of your visit. Inventory for the next available day (30 days out) becomes available at 10 a.m. each morning 
24-Hour Advance Reservations - Didn't get tickets in advance or planning a last minute visit? A limited number of additional tickets are made available at 10 a.m. each day for the next day's visits 
Groups may reserve up to 55 tickets up to 30 days in advance at recreation.gov ONLY. No walk ups are available for group tours.",DC
Washita Battlefield NHS,Washita Battlefield National Historic Site,1046.0,256.0,830.0,1306.0,1267.0,1238.0,1611.0,1261.0,1039.0,1524.0,792.0,488.0,12658.0,BE27CCA2-1ECA-4A6A-90E7-8EB38029FEF3,waba,National Historic Site,35.62083963,-99.70445143,Free,,OK
Weir Farm NHP,Weir Farm National Historical Park,1020.0,1105.0,1311.0,2087.0,4622.0,5162.0,4889.0,3984.0,4581.0,6546.0,1530.0,1140.0,37977.0,EA86FED8-2E03-467A-A8BD-4F032A647F35,wefa,National Historical Park,41.25886268,-73.45452542,Free,,CT
Whiskeytown NRA,Whiskeytown National Recreation Area,41382.0,53692.0,165791.0,204866.0,206162.0,173566.0,236078.0,145260.0,110372.0,99678.0,28603.0,39684.0,1505134.0,89730CB2-BB7D-400B-AF35-5F95A574D97D,whis,National Recreation Area,40.61359941,-122.60226570000002,Free,,CA
